Datetime,Open,High,Low,Close,Adj Close,Volume
2021-04-12 21:40:00+01:00,60225.453125,60225.453125,60215.3828125,60220.11328125,60220.11328125,0
2021-04-12 21:45:00+01:00,60205.7734375,60251.16015625,60205.7734375,60241.34765625,60241.34765625,0
2021-04-12 21:50:00+01:00,60247.44140625,60247.44140625,60236.1796875,60238.90625,60238.90625,208896
2021-04-12 21:55:00+01:00,60232.86328125,60233.66796875,60156.9921875,60156.9921875,60156.9921875,6852608
2021-04-12 22:00:00+01:00,60146.23828125,60146.23828125,60090.765625,60090.765625,60090.765625,0
2021-04-12 22:05:00+01:00,60104.46484375,60104.46484375,60063.51953125,60063.51953125,60063.51953125,10280960
2021-04-12 22:10:00+01:00,60102.5546875,60102.5546875,60054.53125,60072.51953125,60072.51953125,11935744
2021-04-12 22:15:00+01:00,60071.9140625,60071.9140625,59971.16015625,59971.16015625,59971.16015625,0
2021-04-12 22:20:00+01:00,59993.76953125,59993.76953125,59935.1171875,59973.4453125,59973.4453125,9285632
2021-04-12 22:25:00+01:00,59994.49609375,59994.49609375,59910.015625,59923.88671875,59923.88671875,54190080
2021-04-12 22:30:00+01:00,59927.03125,59977.68359375,59914.8828125,59977.68359375,59977.68359375,111796224
2021-04-12 22:35:00+01:00,60035.45703125,60051.1015625,60008.42578125,60051.1015625,60051.1015625,13193216
2021-04-12 22:40:00+01:00,60027.78125,60123.75,60027.78125,60086.07421875,60086.07421875,96743424
2021-04-12 22:45:00+01:00,60067.58984375,60069.98828125,60044.4453125,60044.4453125,60044.4453125,0
2021-04-12 22:50:00+01:00,60091.92578125,60091.92578125,60040.21875,60053.5625,60053.5625,0
2021-04-12 22:55:00+01:00,60104.06640625,60117.12890625,60076.12109375,60090.8046875,60090.8046875,50688000
2021-04-12 23:00:00+01:00,60074.5703125,60074.5703125,60003.14453125,60003.14453125,60003.14453125,0
2021-04-12 23:05:00+01:00,60014.2109375,60014.2109375,59954.24609375,59959.45703125,59959.45703125,0
2021-04-12 23:10:00+01:00,59995.58984375,59995.58984375,59967.7421875,59976.1328125,59976.1328125,0
2021-04-12 23:15:00+01:00,59974.87109375,59993.953125,59952.96484375,59952.96484375,59952.96484375,0
2021-04-12 23:20:00+01:00,59983.68359375,60002.546875,59978.55859375,59989.8203125,59989.8203125,0
2021-04-12 23:25:00+01:00,60000.33984375,60000.33984375,59969.8671875,59978.078125,59978.078125,0
2021-04-12 23:30:00+01:00,59951.33984375,60000.33984375,59937.2421875,60000.33984375,60000.33984375,0
2021-04-12 23:35:00+01:00,60006.796875,60008.984375,59997.33203125,59997.33203125,59997.33203125,0
2021-04-12 23:40:00+01:00,59973.99609375,59988.75390625,59945.49609375,59945.49609375,59945.49609375,0
2021-04-12 23:45:00+01:00,59956.58984375,59988.13671875,59945.47265625,59988.13671875,59988.13671875,5730304
2021-04-12 23:50:00+01:00,60026.92578125,60077.55078125,60026.92578125,60057.23046875,60057.23046875,0
2021-04-12 23:55:00+01:00,60091.2890625,60095.4453125,60089.359375,60089.359375,60089.359375,0
2021-04-13 00:00:00+01:00,60103.640625,60103.640625,60056.76171875,60056.76171875,60056.76171875,0
2021-04-13 00:05:00+01:00,60011.6796875,60055.26171875,60011.6796875,60055.26171875,60055.26171875,0
2021-04-13 00:10:00+01:00,60059.75,60114.86328125,60059.75,60114.86328125,60114.86328125,88166400
2021-04-13 00:15:00+01:00,60138.3046875,60139.50390625,60068.1171875,60068.1171875,60068.1171875,763817984
2021-04-13 00:20:00+01:00,60052.859375,60052.859375,60003.06640625,60003.06640625,60003.06640625,0
2021-04-13 00:25:00+01:00,59982.70703125,59987.07421875,59970.19921875,59975.1015625,59975.1015625,28995584
2021-04-13 00:30:00+01:00,59961.1796875,59961.1796875,59918.41796875,59958.1640625,59958.1640625,0
2021-04-13 00:35:00+01:00,59984.953125,59993.828125,59956.921875,59956.921875,59956.921875,22249472
2021-04-13 00:40:00+01:00,59962.71875,59962.71875,59929.9765625,59929.9765625,59929.9765625,0
2021-04-13 00:45:00+01:00,59905.3828125,59991.984375,59905.3828125,59991.984375,59991.984375,32911360
2021-04-13 00:50:00+01:00,59991.51171875,59991.51171875,59953.69140625,59972.875,59972.875,8417280
2021-04-13 00:55:00+01:00,59944.96484375,59944.96484375,59893.453125,59893.453125,59893.453125,0
2021-04-13 01:00:00+01:00,59890.01953125,59952.75,59869.95703125,59892.859375,59892.859375,0
2021-04-13 01:05:00+01:00,59936.62890625,60018.9296875,59936.62890625,60018.9296875,60018.9296875,26984448
2021-04-13 01:10:00+01:00,60075.24609375,60303.35546875,60075.24609375,60303.35546875,60303.35546875,152162304
2021-04-13 01:15:00+01:00,60293.2421875,60293.2421875,60208.62890625,60217.9375,60217.9375,24887296
2021-04-13 01:20:00+01:00,60224.53125,60264.64453125,60222.09375,60241.15234375,60241.15234375,0
2021-04-13 01:25:00+01:00,60225.2578125,60295.9609375,60217.87890625,60295.9609375,60295.9609375,0
2021-04-13 01:30:00+01:00,60290.1484375,60293.5546875,60268.60546875,60273.9453125,60273.9453125,32362496
2021-04-13 01:35:00+01:00,60244.32421875,60285.484375,60244.32421875,60285.484375,60285.484375,0
2021-04-13 01:40:00+01:00,60321.8984375,60424.18359375,60321.8984375,60424.18359375,60424.18359375,146567168
2021-04-13 01:45:00+01:00,60449.890625,60466.33203125,60395.1328125,60395.1328125,60395.1328125,21315584
2021-04-13 01:50:00+01:00,60412.1875,60412.1875,60391.01953125,60411.71484375,60411.71484375,39448576
2021-04-13 01:55:00+01:00,60424.64453125,60482.71484375,60424.64453125,60482.71484375,60482.71484375,116006912
2021-04-13 02:00:00+01:00,60457.0390625,60473.09375,60429.203125,60441.13671875,60441.13671875,0
2021-04-13 02:05:00+01:00,60413.8125,60429.62109375,60388.65234375,60388.65234375,60388.65234375,0
2021-04-13 02:10:00+01:00,60375.09765625,60398.08984375,60375.09765625,60398.08984375,60398.08984375,0
2021-04-13 02:15:00+01:00,60398.4140625,60398.4140625,60292.875,60292.875,60292.875,0
2021-04-13 02:20:00+01:00,60226.14453125,60312.70703125,60226.14453125,60312.70703125,60312.70703125,0
2021-04-13 02:25:00+01:00,60321.875,60333.75,60278.609375,60278.609375,60278.609375,17182720
2021-04-13 02:30:00+01:00,60262.0,60357.98828125,60262.0,60357.98828125,60357.98828125,12328960
2021-04-13 02:35:00+01:00,60355.38671875,60450.8359375,60333.78125,60450.8359375,60450.8359375,48812032
2021-04-13 02:40:00+01:00,60469.6875,60518.7109375,60468.94921875,60493.6796875,60493.6796875,128708608
2021-04-13 02:45:00+01:00,60511.296875,60607.69921875,60510.20703125,60591.34765625,60591.34765625,160501760
2021-04-13 02:50:00+01:00,60585.96875,60672.91796875,60585.96875,60672.91796875,60672.91796875,80314368
2021-04-13 02:55:00+01:00,60691.078125,60721.45703125,60608.546875,60639.95703125,60639.95703125,75194368
2021-04-13 03:00:00+01:00,60622.109375,60711.91796875,60622.109375,60651.734375,60651.734375,110182400
2021-04-13 03:05:00+01:00,60655.94921875,60686.53515625,60575.76953125,60575.76953125,60575.76953125,0
2021-04-13 03:10:00+01:00,60602.8125,60649.60546875,60597.70703125,60649.60546875,60649.60546875,66834432
2021-04-13 03:15:00+01:00,60649.5859375,60649.5859375,60566.1328125,60566.1328125,60566.1328125,162734080
2021-04-13 03:20:00+01:00,60565.4296875,60620.75390625,60565.4296875,60605.39453125,60605.39453125,43962368
2021-04-13 03:25:00+01:00,60614.3671875,60654.31640625,60599.5234375,60654.31640625,60654.31640625,54620160
2021-04-13 03:30:00+01:00,60666.515625,60777.1328125,60666.515625,60777.1328125,60777.1328125,121311232
2021-04-13 03:35:00+01:00,60752.13671875,60830.15234375,60742.05078125,60830.15234375,60830.15234375,26288128
2021-04-13 03:40:00+01:00,60828.07421875,60900.54296875,60828.07421875,60863.5078125,60863.5078125,119377920
2021-04-13 03:45:00+01:00,60837.55859375,60848.49609375,60791.46875,60829.30859375,60829.30859375,56901632
2021-04-13 03:50:00+01:00,60825.7265625,60825.7265625,60749.75,60749.75,60749.75,0
2021-04-13 03:55:00+01:00,60768.6015625,60839.66796875,60768.6015625,60839.66796875,60839.66796875,88424448
2021-04-13 04:00:00+01:00,60822.9375,61048.140625,60822.9375,61048.140625,61048.140625,144703488
2021-04-13 04:05:00+01:00,61013.87890625,61013.87890625,60928.92578125,60950.0,60950.0,110673920
2021-04-13 04:10:00+01:00,60953.37109375,60953.37109375,60889.953125,60926.27734375,60926.27734375,107589632
2021-04-13 04:15:00+01:00,60927.3984375,60951.3515625,60822.79296875,60839.81640625,60839.81640625,81387520
2021-04-13 04:20:00+01:00,60806.890625,60806.890625,60769.93359375,60782.546875,60782.546875,0
2021-04-13 04:25:00+01:00,60777.03125,60777.03125,60691.8984375,60691.8984375,60691.8984375,0
2021-04-13 04:30:00+01:00,60682.38671875,60712.921875,60615.3203125,60615.3203125,60615.3203125,34611200
2021-04-13 04:35:00+01:00,60629.09765625,60629.09765625,60544.28125,60544.28125,60544.28125,0
2021-04-13 04:40:00+01:00,60552.109375,60621.34765625,60552.109375,60621.34765625,60621.34765625,4624384
2021-04-13 04:45:00+01:00,60606.33984375,60659.859375,60606.33984375,60659.859375,60659.859375,0
2021-04-13 04:50:00+01:00,60570.3515625,60570.3515625,60500.4140625,60522.48046875,60522.48046875,0
2021-04-13 04:55:00+01:00,60519.890625,60567.59765625,60515.4140625,60567.59765625,60567.59765625,0
2021-04-13 05:00:00+01:00,60481.09765625,60580.76171875,60481.09765625,60570.578125,60570.578125,0
2021-04-13 05:05:00+01:00,60601.76953125,60605.93359375,60562.36328125,60562.36328125,60562.36328125,0
2021-04-13 05:10:00+01:00,60564.52734375,60564.52734375,60515.0546875,60515.0546875,60515.0546875,0
2021-04-13 05:15:00+01:00,60525.1640625,60556.6875,60426.71875,60426.71875,60426.71875,0
2021-04-13 05:20:00+01:00,60454.6875,60455.3046875,60437.2109375,60437.41796875,60437.41796875,0
2021-04-13 05:25:00+01:00,60438.328125,60449.93359375,60431.13671875,60431.13671875,60431.13671875,0
2021-04-13 05:30:00+01:00,60462.59375,60464.6640625,60413.32421875,60464.6640625,60464.6640625,0
2021-04-13 05:35:00+01:00,60520.04296875,60520.04296875,60470.3046875,60470.3046875,60470.3046875,11452416
2021-04-13 05:40:00+01:00,60498.20703125,60498.20703125,60374.80859375,60374.80859375,60374.80859375,0
2021-04-13 05:45:00+01:00,60367.86328125,60507.48046875,60367.86328125,60507.48046875,60507.48046875,22413312
2021-04-13 05:50:00+01:00,60505.51953125,60568.9453125,60505.51953125,60568.9453125,60568.9453125,55480320
2021-04-13 05:55:00+01:00,60551.73046875,60605.765625,60548.24609375,60548.24609375,60548.24609375,31023104
2021-04-13 06:00:00+01:00,60574.828125,60576.57421875,60546.43359375,60576.57421875,60576.57421875,0
2021-04-13 06:05:00+01:00,60552.86328125,60583.1171875,60552.86328125,60583.1171875,60583.1171875,0
2021-04-13 06:10:00+01:00,60580.91015625,60583.3828125,60561.4921875,60561.4921875,60561.4921875,0
2021-04-13 06:15:00+01:00,60558.5859375,60558.5859375,60496.78515625,60520.51953125,60520.51953125,0
2021-04-13 06:20:00+01:00,60524.7265625,60590.13671875,60524.7265625,60563.6640625,60563.6640625,42266624
2021-04-13 06:25:00+01:00,60580.8046875,60595.8046875,60577.33984375,60595.8046875,60595.8046875,0
2021-04-13 06:30:00+01:00,60628.51953125,60728.64453125,60628.51953125,60728.64453125,60728.64453125,51146752
2021-04-13 06:35:00+01:00,60728.11328125,60728.11328125,60643.90234375,60704.27734375,60704.27734375,30306304
2021-04-13 06:40:00+01:00,60651.4765625,60705.46484375,60651.4765625,60705.46484375,60705.46484375,123621376
2021-04-13 06:45:00+01:00,60747.8046875,60798.70703125,60747.8046875,60762.49609375,60762.49609375,135462912
2021-04-13 06:50:00+01:00,60750.90234375,60750.90234375,60659.59375,60659.59375,60659.59375,3944448
2021-04-13 06:55:00+01:00,60653.7421875,60678.3671875,60642.3828125,60655.421875,60655.421875,11268096
2021-04-13 07:00:00+01:00,60723.45703125,60723.45703125,60702.8671875,60722.4765625,60722.4765625,66293760
2021-04-13 07:05:00+01:00,60771.9140625,60832.7265625,60771.9140625,60811.05078125,60811.05078125,121946112
2021-04-13 07:10:00+01:00,60790.0390625,60852.47265625,60744.38671875,60852.47265625,60852.47265625,76922880
2021-04-13 07:15:00+01:00,60825.2421875,60875.59375,60825.2421875,60875.59375,60875.59375,118829056
2021-04-13 07:20:00+01:00,60844.2109375,60970.82421875,60844.2109375,60970.82421875,60970.82421875,33234944
2021-04-13 07:25:00+01:00,61053.3359375,61300.140625,61053.3359375,61260.91796875,61260.91796875,525914112
2021-04-13 07:30:00+01:00,61327.609375,61368.9921875,61133.56640625,61133.56640625,61133.56640625,314978304
2021-04-13 07:35:00+01:00,61135.8515625,61135.8515625,60818.55078125,60825.375,60825.375,0
2021-04-13 07:40:00+01:00,60670.3125,60793.04296875,60670.3125,60759.3828125,60759.3828125,107724800
2021-04-13 07:45:00+01:00,60710.265625,60710.265625,60531.3515625,60588.859375,60588.859375,373915648
2021-04-13 07:50:00+01:00,60587.5703125,60668.1015625,60587.5703125,60620.6484375,60620.6484375,147476480
2021-04-13 07:55:00+01:00,60675.609375,60752.79296875,60675.609375,60752.79296875,60752.79296875,0
2021-04-13 08:00:00+01:00,60878.32421875,60928.66015625,60876.87109375,60900.55859375,60900.55859375,0
2021-04-13 08:05:00+01:00,60911.10546875,61049.91015625,60911.10546875,61045.40625,61045.40625,131506176
2021-04-13 08:10:00+01:00,60974.09375,60974.09375,60817.51171875,60817.51171875,60817.51171875,0
2021-04-13 08:15:00+01:00,60752.75,60780.14453125,60706.8359375,60780.14453125,60780.14453125,0
2021-04-13 08:20:00+01:00,60865.6328125,60929.40625,60865.6328125,60929.40625,60929.40625,59785216
2021-04-13 08:25:00+01:00,61021.40625,61021.40625,60899.80078125,60929.765625,60929.765625,4648960
2021-04-13 08:30:00+01:00,60886.17578125,60888.71875,60787.1015625,60860.87890625,60860.87890625,0
2021-04-13 08:35:00+01:00,60890.4609375,60959.2578125,60890.4609375,60959.2578125,60959.2578125,8564736
2021-04-13 08:40:00+01:00,60947.34375,61010.27734375,60947.34375,60984.28125,60984.28125,0
2021-04-13 08:45:00+01:00,61023.08984375,61030.328125,60961.51953125,61030.328125,61030.328125,0
2021-04-13 08:50:00+01:00,61060.48046875,61164.37890625,61054.265625,61164.37890625,61164.37890625,56926208
2021-04-13 08:55:00+01:00,61156.99609375,61232.0078125,61096.19921875,61096.19921875,61096.19921875,79278080
2021-04-13 09:00:00+01:00,61238.3203125,61312.59375,61220.49609375,61226.61328125,61226.61328125,20324352
2021-04-13 09:05:00+01:00,61185.9296875,61254.34765625,61158.7421875,61254.34765625,61254.34765625,0
2021-04-13 09:10:00+01:00,61233.54296875,61451.70703125,61233.54296875,61451.70703125,61451.70703125,238387200
2021-04-13 09:15:00+01:00,61563.51953125,62351.65625,61563.51953125,62335.29296875,62335.29296875,1664548864
2021-04-13 09:20:00+01:00,62508.12890625,62659.54296875,62508.12890625,62646.671875,62646.671875,790728704
2021-04-13 09:25:00+01:00,62459.1171875,62524.5625,62303.515625,62524.5625,62524.5625,632205312
2021-04-13 09:30:00+01:00,62554.62109375,62839.5234375,62554.62109375,62818.62109375,62818.62109375,715632640
2021-04-13 09:35:00+01:00,62618.625,62785.87890625,62618.625,62785.87890625,62785.87890625,423936000
2021-04-13 09:40:00+01:00,62707.18359375,62832.19140625,62645.6796875,62645.6796875,62645.6796875,473628672
2021-04-13 09:45:00+01:00,62598.56640625,62598.56640625,62401.0,62487.09375,62487.09375,175046656
2021-04-13 09:50:00+01:00,62488.70703125,62759.0390625,62488.70703125,62747.5703125,62747.5703125,365096960
2021-04-13 09:55:00+01:00,62717.5625,62717.5625,62670.33984375,62692.6484375,62692.6484375,109477888
2021-04-13 10:00:00+01:00,62699.72265625,62699.72265625,62624.375,62624.375,62624.375,22925312
2021-04-13 10:05:00+01:00,62639.8125,62653.73828125,62610.4375,62618.5546875,62618.5546875,64102400
2021-04-13 10:10:00+01:00,62742.63671875,62742.63671875,62643.51953125,62681.7734375,62681.7734375,0
2021-04-13 10:15:00+01:00,62711.6875,62719.53125,62616.796875,62645.26171875,62645.26171875,25214976
2021-04-13 10:20:00+01:00,62614.09375,62614.09375,62525.234375,62568.50390625,62568.50390625,88309760
2021-04-13 10:25:00+01:00,62583.55859375,62583.55859375,62537.33984375,62559.05859375,62559.05859375,103378944
2021-04-13 10:30:00+01:00,62545.078125,62545.078125,62387.078125,62437.87109375,62437.87109375,0
2021-04-13 10:35:00+01:00,62435.359375,62565.8515625,62435.359375,62565.8515625,62565.8515625,84049920
2021-04-13 10:40:00+01:00,62570.4296875,62620.5625,62570.4296875,62614.46484375,62614.46484375,0
2021-04-13 10:45:00+01:00,62566.34765625,63031.73828125,62566.34765625,63031.73828125,63031.73828125,211652608
2021-04-13 10:50:00+01:00,63022.18359375,63253.125,63022.18359375,63152.8125,63152.8125,502550528
2021-04-13 10:55:00+01:00,63146.21875,63146.21875,62808.96875,62920.10546875,62920.10546875,630423552
2021-04-13 11:00:00+01:00,62978.24609375,63075.796875,62978.24609375,63075.796875,63075.796875,0
2021-04-13 11:05:00+01:00,63047.2265625,63047.2265625,62917.203125,62917.203125,62917.203125,4485120
2021-04-13 11:10:00+01:00,62920.54296875,62920.54296875,62840.67578125,62878.6328125,62878.6328125,16863232
2021-04-13 11:15:00+01:00,62862.21484375,62890.92578125,62838.92578125,62838.92578125,62838.92578125,42921984
2021-04-13 11:20:00+01:00,62858.24609375,62858.24609375,62810.98046875,62814.84765625,62814.84765625,12292096
2021-04-13 11:25:00+01:00,62749.1875,62756.71875,62692.4765625,62709.26171875,62709.26171875,0
2021-04-13 11:30:00+01:00,62757.7109375,62770.23828125,62710.9296875,62727.46875,62727.46875,49541120
2021-04-13 11:35:00+01:00,62665.80078125,62665.80078125,62526.12890625,62575.921875,62575.921875,0
2021-04-13 11:40:00+01:00,62518.12890625,62595.48828125,62518.12890625,62595.48828125,62595.48828125,0
2021-04-13 11:45:00+01:00,62578.20703125,62620.8671875,62578.20703125,62618.54296875,62618.54296875,35737600
2021-04-13 11:50:00+01:00,62663.93359375,62740.93359375,62663.93359375,62722.32421875,62722.32421875,63442944
2021-04-13 11:55:00+01:00,62689.890625,62754.67578125,62689.890625,62754.67578125,62754.67578125,0
2021-04-13 12:00:00+01:00,62816.25390625,62816.25390625,62736.4296875,62736.4296875,62736.4296875,0
2021-04-13 12:05:00+01:00,62760.98046875,62806.64453125,62760.98046875,62805.09375,62805.09375,36749312
2021-04-13 12:10:00+01:00,62796.484375,62796.484375,62653.61328125,62653.61328125,62653.61328125,0
2021-04-13 12:15:00+01:00,62655.265625,62655.265625,62599.69140625,62599.69140625,62599.69140625,0
2021-04-13 12:20:00+01:00,62625.75,62706.71484375,62625.75,62706.71484375,62706.71484375,61751296
2021-04-13 12:25:00+01:00,62716.609375,62716.609375,62686.09375,62701.83203125,62701.83203125,811474944
2021-04-13 12:30:00+01:00,62701.23046875,62762.00390625,62701.23046875,62762.00390625,62762.00390625,81285120
2021-04-13 12:35:00+01:00,62807.9609375,62963.9296875,62807.9609375,62952.29296875,62952.29296875,194068480
2021-04-13 12:40:00+01:00,62951.06640625,63064.34375,62951.06640625,63064.34375,63064.34375,204075008
2021-04-13 12:45:00+01:00,63095.94921875,63095.94921875,62890.5,62890.5,62890.5,128028672
2021-04-13 12:50:00+01:00,62857.9765625,62886.7578125,62838.640625,62886.7578125,62886.7578125,17809408
2021-04-13 12:55:00+01:00,62883.4375,62969.18359375,62883.4375,62969.18359375,62969.18359375,144343040
2021-04-13 13:00:00+01:00,62959.68359375,62959.68359375,62836.91015625,62836.91015625,62836.91015625,0
2021-04-13 13:05:00+01:00,62866.64453125,62997.45703125,62866.64453125,62997.45703125,62997.45703125,65912832
2021-04-13 13:10:00+01:00,62961.390625,63150.12109375,62961.390625,63098.71484375,63098.71484375,121974784
2021-04-13 13:15:00+01:00,63098.20703125,63214.14453125,63098.20703125,63130.7109375,63130.7109375,124932096
2021-04-13 13:20:00+01:00,63060.0390625,63060.0390625,62939.4140625,62939.4140625,62939.4140625,37216256
2021-04-13 13:25:00+01:00,62976.37109375,63018.91015625,62976.37109375,63018.91015625,63018.91015625,129286144
2021-04-13 13:30:00+01:00,63036.21875,63047.625,63023.73828125,63023.73828125,63023.73828125,137494528
2021-04-13 13:35:00+01:00,62956.01171875,63024.0234375,62947.8984375,63006.23046875,63006.23046875,33939456
2021-04-13 13:40:00+01:00,63058.546875,63058.546875,63006.609375,63009.0234375,63009.0234375,87552000
2021-04-13 13:45:00+01:00,62943.47265625,62962.36328125,62926.9296875,62935.7734375,62935.7734375,0
2021-04-13 13:50:00+01:00,62889.2578125,62968.42578125,62889.2578125,62968.42578125,62968.42578125,65568768
2021-04-13 13:55:00+01:00,62978.66015625,63004.06640625,62978.66015625,63004.06640625,63004.06640625,109137920
2021-04-13 14:00:00+01:00,62988.35546875,63017.31640625,62900.20703125,62900.20703125,62900.20703125,0
2021-04-13 14:05:00+01:00,62918.609375,62964.5078125,62918.609375,62941.4453125,62941.4453125,67448832
2021-04-13 14:10:00+01:00,62888.484375,62952.23828125,62888.484375,62914.8984375,62914.8984375,54800384
2021-04-13 14:15:00+01:00,62889.65234375,62889.65234375,62796.5703125,62796.5703125,62796.5703125,0
2021-04-13 14:20:00+01:00,62780.9609375,62844.19140625,62780.9609375,62786.796875,62786.796875,0
2021-04-13 14:25:00+01:00,62732.9921875,62732.9921875,62654.71875,62654.71875,62654.71875,0
2021-04-13 14:30:00+01:00,62697.484375,62697.484375,62600.3671875,62600.3671875,62600.3671875,69853184
2021-04-13 14:35:00+01:00,62555.0,62686.8203125,62555.0,62686.8203125,62686.8203125,123514880
2021-04-13 14:40:00+01:00,62742.4296875,62745.92578125,62707.59765625,62745.92578125,62745.92578125,860409856
2021-04-13 14:45:00+01:00,62808.2734375,62836.58984375,62762.41015625,62836.58984375,62836.58984375,57311232
2021-04-13 14:50:00+01:00,62828.578125,62897.875,62828.578125,62882.85546875,62882.85546875,111452160
2021-04-13 14:55:00+01:00,62885.546875,62885.546875,62829.37890625,62829.37890625,62829.37890625,12861440
2021-04-13 15:00:00+01:00,62839.4296875,62851.1171875,62720.17578125,62720.17578125,62720.17578125,0
2021-04-13 15:05:00+01:00,62698.984375,62739.8828125,62689.26953125,62739.8828125,62739.8828125,0
2021-04-13 15:10:00+01:00,62736.5390625,62812.80859375,62736.5390625,62773.578125,62773.578125,66871296
2021-04-13 15:15:00+01:00,62804.9375,62903.09375,62804.9375,62903.09375,62903.09375,110055424
2021-04-13 15:20:00+01:00,62817.44140625,62829.578125,62785.2890625,62787.92578125,62787.92578125,0
2021-04-13 15:25:00+01:00,62821.265625,62902.21484375,62821.265625,62902.21484375,62902.21484375,89288704
2021-04-13 15:30:00+01:00,62895.14453125,62910.09375,62842.69921875,62877.16015625,62877.16015625,0
2021-04-13 15:35:00+01:00,62853.42578125,62954.71875,62853.42578125,62945.77734375,62945.77734375,119812096
2021-04-13 15:40:00+01:00,62982.98046875,62982.98046875,62933.6796875,62974.11328125,62974.11328125,25628672
2021-04-13 15:45:00+01:00,62979.5546875,63021.78515625,62979.5546875,62989.5390625,62989.5390625,37101568
2021-04-13 15:50:00+01:00,63000.04296875,63000.04296875,62893.390625,62893.390625,62893.390625,0
2021-04-13 15:55:00+01:00,62911.01171875,62957.73046875,62911.01171875,62948.2578125,62948.2578125,81010688
2021-04-13 16:00:00+01:00,62956.33984375,63023.19140625,62956.33984375,63023.19140625,63023.19140625,0
2021-04-13 16:05:00+01:00,63034.6875,63049.56640625,62962.30859375,62962.30859375,62962.30859375,43282432
2021-04-13 16:10:00+01:00,62915.47265625,62975.890625,62915.47265625,62975.890625,62975.890625,0
2021-04-13 16:15:00+01:00,62967.28515625,62967.28515625,62821.0,62821.0,62821.0,0
2021-04-13 16:20:00+01:00,62862.08203125,62968.62109375,62862.08203125,62968.62109375,62968.62109375,112795648
2021-04-13 16:25:00+01:00,62967.7734375,63074.03125,62967.7734375,63074.03125,63074.03125,120688640
2021-04-13 16:30:00+01:00,63094.390625,63175.5859375,63094.390625,63166.51171875,63166.51171875,131166208
2021-04-13 16:35:00+01:00,63134.94140625,63151.5625,63092.16015625,63151.5625,63151.5625,0
2021-04-13 16:40:00+01:00,63188.37109375,63603.84375,63188.37109375,63603.84375,63603.84375,365043712
2021-04-13 16:45:00+01:00,63508.76171875,63556.828125,63415.73046875,63415.73046875,63415.73046875,255750144
2021-04-13 16:50:00+01:00,63395.05078125,63395.05078125,63267.7578125,63317.6953125,63317.6953125,63496192
2021-04-13 16:55:00+01:00,63309.9453125,63464.78125,63309.9453125,63464.78125,63464.78125,170348544
2021-04-13 17:00:00+01:00,63386.6484375,63742.28515625,63386.6484375,63742.28515625,63742.28515625,285253632
2021-04-13 17:05:00+01:00,63556.89453125,63556.89453125,63423.13671875,63529.65234375,63529.65234375,37171200
2021-04-13 17:10:00+01:00,63474.20703125,63479.515625,63385.2265625,63479.515625,63479.515625,110821376
2021-04-13 17:15:00+01:00,63533.28125,63533.28125,63300.0234375,63300.0234375,63300.0234375,50208768
2021-04-13 17:20:00+01:00,63370.5703125,63377.51953125,63334.515625,63334.515625,63334.515625,137723904
2021-04-13 17:25:00+01:00,63321.796875,63389.17578125,63321.796875,63370.47265625,63370.47265625,125493248
2021-04-13 17:30:00+01:00,63332.796875,63334.484375,63218.4609375,63218.4609375,63218.4609375,55697408
2021-04-13 17:35:00+01:00,63114.328125,63228.265625,63114.328125,63228.265625,63228.265625,46776320
2021-04-13 17:40:00+01:00,63202.6640625,63240.87109375,63199.23828125,63240.87109375,63240.87109375,124276736
2021-04-13 17:45:00+01:00,63209.90625,63209.90625,63080.3046875,63080.3046875,63080.3046875,4759552
2021-04-13 17:50:00+01:00,63149.796875,63149.796875,63078.703125,63132.55859375,63132.55859375,77156352
2021-04-13 17:55:00+01:00,63100.328125,63100.328125,63023.69921875,63082.09375,63082.09375,55808000
2021-04-13 18:00:00+01:00,63179.9765625,63179.9765625,63097.9375,63125.8125,63125.8125,23699456
2021-04-13 18:05:00+01:00,63054.28515625,63162.4765625,63054.28515625,63162.4765625,63162.4765625,81309696
2021-04-13 18:10:00+01:00,63174.6796875,63217.265625,63174.6796875,63196.921875,63196.921875,159330304
2021-04-13 18:15:00+01:00,63215.08203125,63295.859375,63215.08203125,63252.8984375,63252.8984375,181452800
2021-04-13 18:20:00+01:00,63238.19921875,63298.74609375,63238.19921875,63263.34375,63263.34375,56438784
2021-04-13 18:25:00+01:00,63280.31640625,63300.08984375,63235.703125,63235.703125,63235.703125,71888896
2021-04-13 18:30:00+01:00,63248.1484375,63332.28125,63246.984375,63317.54296875,63317.54296875,124309504
2021-04-13 18:35:00+01:00,63292.08984375,63300.19140625,63249.79296875,63300.19140625,63300.19140625,58916864
2021-04-13 18:40:03+01:00,63235.6796875,63235.6796875,63235.6796875,63235.6796875,63235.6796875,0
